ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit
C309455,CC0402BRNPO9BN1R0,0402,112359,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C76898,GJM1555C1H1R0BB01D,0402,99517,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C115062,CC0603BRNPO9BN1R0,0603,60706,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C37117,0603CG1R0C500NT,0603,58612,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C277493,CC0402CRNPO9BN1R0,0402,36823,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C277513,CC0603CRNPO9BN1R0,0603,32680,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C76953,GRM1555C1H1R0CA01D,0402,26981,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C107051,CC0603JRNPO9BN510,0603,24881,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C161148,GCM1555C1H1R0BA16D,0402,18455,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C302058,0603N1R0C500CT,0603,13235,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C507049,0603CG1R0B500NT,0603,10415,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C237535,GJM1555C1H5R1BB01D,0402,10324,5.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C123461,0402N1R0C500CT,0402,9996,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C323585,MT15N1R0B500CT,0402,9600,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C295948,0402N0R1C500CT,0402,9288,0.1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C326823,AC0402BRNPO9BN1R0,0402,8637,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C599576,C0402C109C5GAC7867,0402,8540,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C441757,GRM1555C1HR10WA01D,0402,7544,0.1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C85893,GRM0335C1H1R0BA01D,0201,7390,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1825,0805CG5R1C500NT,0805,7368,5.1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1571,0402CG510J500NT,0402,6945,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C387974,0402N1R1C500CT,0402,6615,1.1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C415534,GRM1555C1H5R1BA01D,0402,6597,5.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C258457,C0603NP0109CGT,0201,6100,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C376793,TCC0603COG510J500CT,0603,5802,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C161376,GRM0335C1E1R0CA01D,0201,5777,1pF ±0.25pF 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C285028,0402CG1R0B500NT,0402,5576,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C497527,GJM1555C1H9R1BB01D,0402,4828,9.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1786,0805CG1R0C500NT,0805,4522,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1675,0603CG510J500NT,0603,4098,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1891,1206CG1R0C500NT,1206,4010,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1641,0603CG110J500NT,0603,3947,11pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C458974,RF18N1R0C500CT,0603,3516,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C525512,RF18N1R0A500CT,0603,3500,1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C388035,0603N1R0B500CT,0603,3420,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C301966,0402N1R0B500CT,0402,3406,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1918,1206CG510J500NT,1206,3326,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C338010,C1005C0G1H010BT000F,0402,3301,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C76986,GRM1555C1H9R1BA01D,0402,3183,9.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C167421,04025A1R0CAT2A,0402,3052,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C609876,V1R0B0402COG500NBT,0402,3000,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C161149,GCM1555C1H1R0CA16D,0402,2987,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C541437,CC0402FRNPO9BN510,0402,2900,51pF ±1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C123578,0603N510J500CT,0603,2819,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C565608,FN18N1R0B500PSG,0603,2650,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1827,0805CG510J500NT,0805,2600,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C282497,TCC0603COG1R0C500CT,0603,2444,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C384672,RF15N5R1B500CT,0402,2386,5.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C519376,CC0603CRNPO9BN5R1,0603,2280,5.1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C519372,CC0603CRNPO8BN1R0,0603,2235,1pF ±0.25pF 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C519997,CC0805BRNPO9BN9R1,0805,2184,9.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C237498,GJM1555C1H1R1CB01D,0402,2110,1.1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C354358,GCM1885C2A1R0CA16D,0603,2073,1pF ±0.25pF 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C312120,C1005NP0110KGTS,0402,2040,11pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C513668,CC0805CRNPO9BN1R0,0805,1976,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C335541,MT18N1R0C500CT,0603,1965,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C88903,GRM0335C1E1R0BA01D,0201,1874,1pF ±0.1pF 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C282692,TCC0805COG1R0C500BT,0805,1451,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C115612,C0402C0G1R0C500NTB,0402,1371,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C326069,CQ0402BRNPO9BN1R0,0402,1295,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C363513,FN15N1R0C500PNG,0402,1078,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C525240,FN18N1R0C500PSG,0603,1005,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C342535,C1608C0G2A010CT000N,0603,984,1pF ±0.25pF 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C258486,C1005NP0109CGT,0402,923,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C482480,HGC0402G01R0C500NTEJ,0402,800,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C513440,V1R0C0402C0G500NBT,0402,778,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C519393,CC0603JRNPO9BN110,0603,707,11pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C72134,GJM1555C1H1R0WB01D,0402,706,1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1843,0805CG910J500NT,0805,691,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C307340,CL05C010CB51PNC,0402,688,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C140944,C0402C519K5GAC7867,0402,642,5.1pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C340643,HH15N1R0B500CT,0402,580,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C147337,C1005NP0109CGTS,0402,500,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C525202,FN15N1R0B500PNG,0402,437,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C161308,GJM1555C1H1R1BB01D,0402,328,1.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C162206,GRM1885C1H1R0CA01D,0603,297,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C162235,GRM1885C1H510JA01D,0603,269,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C424847,0805N1R0C500CT,0805,226,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C113830,CC0805JRNPO9BN510,0805,208,51pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C342934,CGA2B2C0G1H010CT0Y0F,0402,147,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C376766,TCC0603COG110J500CT,0603,147,11pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C165824,CGA3E2C0G1H010CT0Y0N,0603,111,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C296008,0402N910J500CT,0402,100,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C513622,CC0402CRNPO9BN9R1,0402,91,9.1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C386118,UMK105CG010CV-F,0402,88,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C161411,GRM0335C1H1R0WA01D,0201,60,1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C88918,GRM1555C1H1R0WA01D,0402,47,1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C296087,0805N1R0B500CT,0805,38,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C519917,CC0805JRNPO9BN110,0805,29,11pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C371977,CL05C010CB5NNNC,0402,21,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C172848,RF15N1R0A500CT,0402,17,1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C520071,CC0805GRNPO9BN910,0805,16,91pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C161175,GCM1885C1H1R0CA16D,0603,15,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C609649,100A1R0BCA150X,"SMD,1.4x1.4x1.45mm",14,1pF ±0.1pF 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C527035,CC0603CRNPO0BN1R0,0603,11,1pF ±0.25pF 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C123602,0603N910G500LT,0603,9,91pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C576766,CC0603FRNPO0BN110,0603,8,11pF ±1% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C519982,CC0805BRNPO9BN1R0,0805,5,1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C609622,100A0R1BT150X,"SMD,1.4x1.4x1.45mm",4,0.1pF ±0.1pF 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000001000000,microfarad
C1550,0402CG1R0C500NT,0402,817493,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,0.000001000000,microfarad
C180259,RF15N1R1B500CT,0402,9908,1.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000011000000,microfarad
C88879,GJM1555C1H1R1WB01D,0402,6038,1.1pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000011000000,microfarad
C778206,C0402C0G1R1B500NTB,0402,5960,1.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000011000000,microfarad
C541332,CC0402BRNPO9BN1R1,0402,5695,1.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000011000000,microfarad
C519097,CC0603BRNPO9BN1R1,0603,35,1.1pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000011000000,microfarad
C277490,CC0402CRNPO9BN1R2,0402,22352,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C285029,0201CG1R2B500NT,0201,20096,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C172868,RF15N1R2A500CT,0402,16406,1.2pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C258487,C1005NP0129CGT,0402,14322,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C85895,GRM0335C1H1R2BA01D,0201,14125,1.2pF ±0.1pF 50V 【标准型专用】,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C513431,V1R2B0402C0G500NBT,0402,13679,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C1551,0402CG1R2C500NT,0402,10727,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C340647,RF15N1R2B500CT,0402,9680,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C726104,AC0402CRNPO9BN1R2,0402,9335,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C76899,GJM1555C1H1R2WB01D,0402,8161,1.2pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C301969,0402N1R2C500CT,0402,8031,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C147339,C1005NP0129BGTS,0402,7700,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C85896,GRM0335C1H1R2CA01D,0201,6757,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C466224,TCC0402C0G1R2C500AT,0402,6702,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C1787,0805CG1R2C500NT,0805,4932,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C159808,CL05C1R2CB5NNNC,0402,4611,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C437533,GRM1885C1H1R2CA01D,0603,3787,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C284970,0201HQ1R2B250NT,0201,3742,1.2pF ±0.1pF 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C327236,CC0805CRNPO9BN1R2,0805,3172,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C610055,V1R2C0402C0G500NBT,0402,3166,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C1638,0603CG1R2C500NT,0603,3139,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C565579,FN21N1R2C500PAG,0805,2800,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C76955,GRM1555C1H1R2CA01D,0402,2618,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C115613,C0402C0G1R2C500NTB,0402,2390,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C237186,0603N1R2C500CT,0603,2358,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C318735,CL21C1R2CBANNNC,0805,2250,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C159809,CL05C1R2BB5NNNC,0402,2174,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C85877,GJM1555C1H1R2CB01D,0402,2002,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C561161,C1608NP0129CGTS,0603,1845,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C296011,0402N1R2A500CT,0402,1788,1.2pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C296088,0805N1R2C500CT,0805,1614,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C140935,C0402C129C5GAC7867,0402,1593,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C519983,CC0805BRNPO9BN1R2,0805,1400,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C326070,CQ0402BRNPO9BN1R2,0402,1380,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C575437,0402CG1R2B500NT,0402,1020,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C147340,C1005NP0129CGTS,0402,965,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C72135,GJM1555C1H1R2BB01D,0402,962,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C396874,RF15N1R2B500LT,0402,920,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C327292,CC0402BRNPO9BN1R2,0402,631,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C575464,0402N1R2B500CT,0402,535,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C519098,CC0603BRNPO9BN1R2,0603,490,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C363514,FN15N1R2C500PNG,0402,373,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C326063,CQ0402ARNPO9BN1R2,0402,319,1.2pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C281768,CC0603CRNPO9BN1R2,0603,180,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C161412,GRM0335C1H1R2WA01D,0201,97,1.2pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C170134,CL10C1R2CB8NNNC,0603,58,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C282498,TCC0603COG1R2C500CT,0603,21,1.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C565641,FN21N1R2B500PAG,0805,18,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C609537,100A1R2BT150X,"SMD,1.4x1.4x1.45mm",15,1.2pF ±0.1pF 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C159795,CL10C1R2BB8NNNC,0603,15,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C162208,GRM1885C1H1R2BA01D,0603,13,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C388036,0603N1R2B500CT,0603,7,1.2pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000012000000,microfarad
C88912,GRM0335C1H1R3WA01D,0201,150027,1.3pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C471403,GRM1555C1H1R3WA01D,0402,6318,1.3pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C519099,CC0603BRNPO9BN1R3,0603,4619,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C147342,C1005NP0139BGTS,0402,4399,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C161413,GRM0335C1H1R3CA01D,0201,3510,1.3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C555394,0402N1R3C500CT,0402,3195,1.3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C574057,0603CG1R3B500NT,0603,3083,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C161309,GJM1555C1H1R3BB01D,0402,2739,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C327229,CC0402BRNPO9BN1R3,0402,1340,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C913423,0201CG1R3C500NT,0201,656,1.3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C88880,GJM1555C1H1R3WB01D,0402,299,1.3pF ±0.05pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C304338,HH18N1R3B500CT,0603,252,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
C180258,RF15N1R3B500CT,0402,123,1.3pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.0000013000000,microfarad
